//THIS FILE IS GENERATED AUTOMATICALLY
//DO NOT EDIT IT DIRECTLY
//Edit mob_db.conf instead!
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1005,   GreenSlime,             GreenSlime,             40,     800,    0,      302,    96,     1,      80,     120,    20,     30,     0,      20,     30,     10,     10,     30,     30,     9,      10,     1,      0,      11,     143,    1200,   1872,   672,    480,    502,    200,    4004,   20,     501,    100,    521,    250,    522,    200,    526,    500,    503,    500,    719,    750,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1016,   RudolphSlime,           RudolphSlime,           50,     350,    0,      101,    8,      1,      30,     35,     10,     7,      0,      1,      20,     1,      0,      30,     30,     9,      10,     1,      0,      11,     131,    1000,   1872,   672,    480,    504,    800,    506,    500,    508,    200,    509,    300,    510,    600,    515,    800,    516,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1065,   BanditLord,             BanditLord,             40,     2000,   0,      635,    103,    5,      50,     50,     15,     15,     0,      15,     15,     15,     15,     15,     15,     9,      10,     1,      1,      17,     135,    400,    1500,   672,    900,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1080,   BlueSpark,              BlueSpark,              40,     10000,  0,      3647,   392,    2,      40,     40,     20,     30,     0,      30,     30,     30,     30,     30,     30,     9,      10,     1,      0,      10,     129,    190,    1500,   800,    800,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1081,   RedSpark,               RedSpark,               40,     10000,  0,      3647,   392,    2,      40,     40,     20,     30,     0,      30,     30,     30,     30,     30,     30,     9,      10,     1,      0,      10,     129,    190,    1500,   800,    800,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1086,   FeyElement,             FeyElement,             50,     5000,   0,      12500,  901,    5,      50,     125,    25,     50,     0,      20,     70,     10,     20,     80,     1,      9,      10,     1,      0,      42,     165,    330,    740,    672,    400,    834,    5000,   5144,   3000,   5142,   3000,   5143,   3000,   5141,   3000,   680,    1000,   681,    1000,   682,    1000,   683,    1000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      4,            50
1088,   Hyvern,                 Hyvern,                 40,     2250,   0,      990,    346,    1,      50,     125,    0,      10,     0,      10,     45,     5,      0,      35,     35,     9,      10,     1,      0,      42,     133,    250,    800,    672,    480,    835,    2000,   518,    1000,   657,    600,    529,    3000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1090,   Wolvern,                Wolvern,                40,     900,    0,      280,    86,     1,      50,     80,     5,      5,      0,      15,     10,     5,      0,      20,     10,     9,      10,     1,      3,      10,     133,    425,    770,    500,    200,    858,    1000,   859,    400,    4023,   200,    676,    1300,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      3,            40
1091,   BlueSlime,              BlueSlime,              40,     2000,   0,      760,    77,     1,      100,    150,    20,     40,     0,      40,     30,     50,     10,     50,     40,     9,      10,     1,      0,      31,     131,    1200,   1872,   672,    480,    4026,   200,    4005,   20,     501,    500,    862,    700,    863,    100,    864,    500,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1098,   CopperSlime,            CopperSlime,            40,     600,    0,      200,    18,     1,      60,     90,     20,     30,     0,      20,     30,     10,     10,     30,     30,     9,      10,     1,      0,      11,     131,    1200,   1872,   672,    480,    640,    1500,   537,    1000,   4001,   300,    5292,   25,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
