//THIS FILE IS GENERATED AUTOMATICALLY
//DO NOT EDIT IT DIRECTLY
//Edit mob_db.conf instead!
//ID,   Name,                   Jname,                  LV,     HP,     SP,     EXP,    JEXP,   Range1, ATK1,   ATK2,   DEF,    MDEF,   CRITDEF,STR,    AGI,    VIT,    INT,    DEX,    LUK,    Range2, Range3, Scale,  Race,   Element,Mode,   Speed,  Adelay, Amotion,Dmotion,Drop0id,Drop0%, Drop1id,Drop1%, Drop2id,Drop2%, Drop3id,Drop3%, Drop4id,Drop4%, Drop5id,Drop5%, Drop6id,Drop6%, Drop7id,Drop7%, Drop8id,Drop8%, Drop9id,Drop9%, Item1,  Item2,  MEXP,   ExpPer, MVP1id, MVP1per,MVP2id, MVP2per,MVP3id, MVP3per,mutationcount,mutationstrength
1007,   YellowSlime,            YellowSlime,            60,     400,    0,      94,     9,      1,      35,     40,     2,      7,      0,      9,      6,      2,      1,      34,     1,      9,      10,     1,      0,      11,     131,    1400,   1800,   672,    480,    534,    200,    519,    100,    501,    350,    502,    250,    522,    10,     640,    450,    4006,   20,     4001,   450,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1008,   RedSlime,               RedSlime,               70,     450,    0,      130,    17,     1,      40,     45,     2,      7,      0,      12,     8,      2,      1,      25,     1,      9,      10,     1,      0,      11,     135,    1300,   1500,   672,    480,    1201,   300,    509,    110,    521,    200,    4003,   20,     525,    80,     535,    750,    528,    250,    531,    150,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            20
1033,   SeaSlime,               SeaSlime,               70,     600,    0,      187,    13,     1,      30,     50,     3,      7,      0,      1,      25,     1,      0,      30,     30,     9,      10,     1,      0,      21,     131,    1500,   1872,   672,    480,    535,    800,    657,    800,    518,    500,    510,    1000,   700,    100,    1199,   5000,   568,    100,    541,    50,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,            0
1040,   Wisp,                   Wisp,                   70,     9300,   0,      3725,   1210,   2,      215,    350,    0,      20,     0,      45,     12,     13,     15,     0,      45,     9,      10,     1,      0,      17,     137,    380,    2000,   672,    1500,   772,    1000,   703,    600,    703,    480,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            20
1054,   Troll,                  Troll,                  65,     2000,   0,      850,    129,    3,      70,     100,    20,     10,     0,      50,     40,     10,     10,     30,     30,     9,      10,     1,      0,      10,     137,    600,    1500,   672,    480,    1199,   2000,   529,    500,    539,    300,    526,    250,    512,    200,    906,    10,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1061,   Moggun,                 Moggun,                 60,     800,    0,      280,    52,     1,      70,     90,     20,     10,     0,      50,     40,     10,     10,     10,     10,     9,      10,     1,      0,      12,     137,    600,    1500,   672,    480,    611,    600,    4001,   1000,   4002,   20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1101,   DemonicSpirit,          DemonicSpirit,          72,     1505,   0,      860,    270,    1,      125,    175,    4,      6,      0,      20,     40,     10,     10,     110,    45,     9,      10,     1,      1,      47,     133,    230,    900,    672,    480,    631,    1000,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            30
1110,   AngryGreenSlime,        AngryGreenSlime,        60,     1000,   0,      435,    135,    1,      100,    160,    20,     30,     0,      20,     30,     10,     10,     30,     30,     9,      10,     1,      0,      11,     143,    1200,   1872,   672,    480,    502,    200,    4004,   20,     501,    100,    521,    250,    522,    200,    526,    500,    503,    500,    535,    750,    0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,            20
1117,   UndeadTroll,            UndeadTroll,            75,     3100,   0,      1770,   179,    3,      60,     140,    20,     10,     0,      50,     40,     20,     10,     40,     49,     9,      10,     1,      0,      10,     133,    650,    1500,   672,    480,    1199,   2000,   631,    1000,   529,    500,    539,    300,    526,    250,    4023,   200,    906,    20,     0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            40
1163,   FridayCat,              FridayCat,              70,     450,    0,      130,    17,     1,      40,     45,     2,      7,      0,      12,     8,      2,      1,      25,     1,      9,      10,     1,      0,      11,     131,    1300,   1500,   672,    480,    3001,   10,     3002,   5,      3003,   9,      3011,   250,    3006,   750,    3007,   1000,   3010,   1250,   0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      2,            20
