// This file is generated automatically. All manually added changes will be removed when running the Converter.
// Keshlam's Adventurer's Guild warps

099-1,29,15|warp|-1,-1,099-2,25,22
099-1,77,15|warp|-1,-1,099-2,59,21
099-1,105,7|warp|-1,-1,099-2,90,21
099-1,91,135|warp|-1,-1,099-2,121,21
099-1,20,114|warp|-1,-1,099-2,25,49
099-1,97,84|warp|-1,-1,099-2,59,49
099-1,119,116|warp|-1,-1,099-3,72,26
099-1,112,125|warp|-1,-1,099-2,91,49
099-1,64,113|warp|-1,-1,099-2,121,48
099-1,64,71|warp|-1,-1,099-2,25,75
099-1,42,50|warp|-1,-1,099-2,59,75
099-1,92,43|warp|-1,-1,099-2,91,75
099-1,15,76|warp|-1,-1,099-2,121,75
099-1,42,124|warp|-1,-1,099-2,25,101
099-1,113,60|warp|-1,-1,099-2,60,101
099-1,131,80|warp|-1,-1,099-2,91,101
099-1,72,57|warp|-1,-1,099-2,121,101
099-1,47,91|warp|-1,-1,099-2,26,132
099-1,102,23|warp|-1,-1,099-2,60,132
099-1,120,43|warp|-1,-1,099-2,92,132
099-1,97,104|warp|-1,-1,099-2,121,132
099-1,48,15|warp|-1,-1,099-3,29,63
099-1,76,24|warp|-1,-1,099-3,35,63
099-1,128,16|warp|-1,-1,099-3,41,63
099-1,110,46|warp|-1,-1,099-3,47,63
099-1,120,77|warp|-1,-1,099-3,53,63
099-1,113,96|warp|-1,-1,099-3,59,63
099-1,125,96|warp|-1,-1,099-3,79,63
099-1,60,91|warp|-1,-1,099-3,85,63
099-1,20,53|warp|-1,-1,099-3,91,63
099-1,14,56|warp|-1,-1,099-3,97,63
099-1,22,69|warp|-1,-1,099-3,103,63
099-1,19,92|warp|-1,-1,099-3,109,63
099-1,57,50|warp|-1,-1,099-3,115,63
099-1,128,43|warp|-1,-1,099-1,35,30
099-1,21,15|warp|-1,-1,099-6,121,132
099-1,39,15|warp|-1,-1,099-1,35,30
099-1,58,15|warp|-1,-1,099-6,92,132
099-1,67,15|warp|-1,-1,099-1,35,30
099-1,85,15|warp|-1,-1,099-6,59,21
099-1,97,7|warp|-1,-1,099-1,35,30
099-1,97,30|warp|-1,-1,099-6,26,132
099-1,104,30|warp|-1,-1,099-6,90,21
099-1,108,23|warp|-1,-1,099-6,121,101
099-1,99,43|warp|-1,-1,099-1,35,30
099-1,82,43|warp|-1,-1,099-6,91,101
099-1,82,24|warp|-1,-1,099-1,35,30
099-1,69,24|warp|-1,-1,099-6,60,132
099-1,95,60|warp|-1,-1,099-6,60,101
099-1,78,57|warp|-1,-1,099-6,25,22
099-1,66,57|warp|-1,-1,099-6,25,101
099-1,105,60|warp|-1,-1,099-1,35,30
099-1,50,50|warp|-1,-1,099-1,35,30
099-1,34,50|warp|-1,-1,099-6,121,75
099-1,27,50|warp|-1,-1,099-6,91,75
099-1,25,79|warp|-1,-1,099-6,59,75
099-1,40,103|warp|-1,-1,099-6,25,75
099-1,29,114|warp|-1,-1,099-1,35,30
099-1,29,135|warp|-1,-1,099-6,121,48
099-1,58,128|warp|-1,-1,099-6,91,49
099-1,84,116|warp|-1,-1,099-6,59,49
099-1,125,125|warp|-1,-1,099-1,35,30
099-1,83,104|warp|-1,-1,099-6,25,49
099-1,88,87|warp|-1,-1,099-1,35,30
099-1,79,71|warp|-1,-1,099-6,121,21
